#separator:tab
#html:true
#notetype:Basic
#deck:粤语学习
#columns:Front	Back	Tags
畀	<b>粤拼：</b>bei2<br><b>组词：</b><br><ruby>畀<rt>bei2</rt></ruby><ruby>钱<rt>cin2</rt></ruby> <span style="color:#666">（給錢）</span><br><ruby>畀<rt>bei2</rt></ruby><ruby>佢<rt>keoi5</rt></ruby> <span style="color:#666">（給他／她）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
搵	<b>粤拼：</b>wan2<br><b>组词：</b><br><ruby>搵<rt>wan2</rt></ruby><ruby>工<rt>gung1</rt></ruby> <span style="color:#666">（找工作）</span><br><ruby>搵<rt>wan2</rt></ruby><ruby>人<rt>jan4</rt></ruby> <span style="color:#666">（找人）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
揸	<b>粤拼：</b>zaa1<br><b>组词：</b><br><ruby>揸<rt>zaa1</rt></ruby><ruby>车<rt>ce1</rt></ruby> <span style="color:#666">（開車）</span><br><ruby>揸<rt>zaa1</rt></ruby><ruby>住<rt>zyu6</rt></ruby> <span style="color:#666">（拿住）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
靓	<b>粤拼：</b>leng3<br><b>组词：</b><br><ruby>靓<rt>leng3</rt></ruby><ruby>女<rt>neoi5</rt></ruby> <span style="color:#666">（美女）</span><br><ruby>好<rt>hou2</rt></ruby><ruby>靓<rt>leng3</rt></ruby> <span style="color:#666">（很漂亮）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
叻	<b>粤拼：</b>lek1<br><b>组词：</b><br><ruby>好<rt>hou2</rt></ruby><ruby>叻<rt>lek1</rt></ruby> <span style="color:#666">（很能幹）</span><br><ruby>叻<rt>lek1</rt></ruby><ruby>仔<rt>zai2</rt></ruby> <span style="color:#666">（能幹的男孩）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
攰	<b>粤拼：</b>gui6<br><b>组词：</b><br><ruby>好<rt>hou2</rt></ruby><ruby>攰<rt>gui6</rt></ruby> <span style="color:#666">（很累）</span><br><ruby>攰<rt>gui6</rt></ruby><ruby>到<rt>dou3</rt></ruby><ruby>死<rt>sei2</rt></ruby> <span style="color:#666">（累極了）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
嬲	<b>粤拼：</b>nau1<br><b>组词：</b><br><ruby>好<rt>hou2</rt></ruby><ruby>嬲<rt>nau1</rt></ruby> <span style="color:#666">（很生氣）</span><br><ruby>唔<rt>m4</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>嬲<rt>nau1</rt></ruby> <span style="color:#666">（不要生氣）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
谂	<b>粤拼：</b>nam2<br><b>组词：</b><br><ruby>谂<rt>nam2</rt></ruby><ruby>下<rt>haa5</rt></ruby> <span style="color:#666">（想一下）</span><br><ruby>谂<rt>nam2</rt></ruby><ruby>住<rt>zyu6</rt></ruby> <span style="color:#666">（打算）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
倾	<b>粤拼：</b>king1<br><b>组词：</b><br><ruby>倾<rt>king1</rt></ruby><ruby>偈<rt>gai2</rt></ruby> <span style="color:#666">（聊天）</span><br><ruby>倾<rt>king1</rt></ruby><ruby>下<rt>haa5</rt></ruby> <span style="color:#666">（聊一下）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
嚟	<b>粤拼：</b>lai4<br><b>组词：</b><br><ruby>入<rt>jap6</rt></ruby><ruby>嚟<rt>lai4</rt></ruby> <span style="color:#666">（進來）</span><br><ruby>过<rt>gwo3</rt></ruby><ruby>嚟<rt>lai4</rt></ruby> <span style="color:#666">（過來）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
晒	<b>粤拼：</b>saai3<br><b>组词：</b><br><ruby>多<rt>do1</rt></ruby><ruby>谢<rt>ze6</rt></ruby><ruby>晒<rt>saai3</rt></ruby> <span style="color:#666">（非常感謝）</span><br><ruby>食<rt>sik6</rt></ruby><ruby>晒<rt>saai3</rt></ruby> <span style="color:#666">（全吃完）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
仲	<b>粤拼：</b>zung6<br><b>组词：</b><br><ruby>仲<rt>zung6</rt></ruby><ruby>有<rt>jau5</rt></ruby> <span style="color:#666">（還有）</span><br><ruby>仲<rt>zung6</rt></ruby><ruby>未<rt>mei6</rt></ruby> <span style="color:#666">（還沒）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
啲	<b>粤拼：</b>di1<br><b>组词：</b><br><ruby>快<rt>faai3</rt></ruby><ruby>啲<rt>di1</rt></ruby> <span style="color:#666">（快一點）</span><br><ruby>食<rt>sik6</rt></ruby><ruby>啲<rt>di1</rt></ruby><ruby>嘢<rt>je5</rt></ruby> <span style="color:#666">（吃點東西）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
咁	<b>粤拼：</b>gam3 / gam2<br><b>组词：</b><br><ruby>咁<rt>gam3</rt></ruby><ruby>好<rt>hou2</rt></ruby> <span style="color:#666">（這麼好）</span><br><ruby>咁<rt>gam2</rt></ruby><ruby>样<rt>joeng6</rt></ruby> <span style="color:#666">（這樣）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
啦	<b>粤拼：</b>laa1<br><b>组词：</b><br><ruby>走<rt>zau2</rt></ruby><ruby>啦<rt>laa1</rt></ruby> <span style="color:#666">（走吧）</span><br><ruby>得<rt>dak1</rt></ruby><ruby>啦<rt>laa1</rt></ruby> <span style="color:#666">（行了）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
喎	<b>粤拼：</b>wo3<br><b>组词：</b><br><ruby>系<rt>hai6</rt></ruby><ruby>喎<rt>wo3</rt></ruby> <span style="color:#666">（是哦／提醒）</span><br><ruby>几<rt>gei2</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>喎<rt>wo3</rt></ruby> <span style="color:#666">（挺好呢）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
啫	<b>粤拼：</b>ze1<br><b>组词：</b><br><ruby>讲<rt>gong2</rt></ruby><ruby>下<rt>haa5</rt></ruby><ruby>啫<rt>ze1</rt></ruby> <span style="color:#666">（只是說說）</span><br><ruby>玩<rt>waan2</rt></ruby><ruby>啫<rt>ze1</rt></ruby> <span style="color:#666">（只是玩玩）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
咋	<b>粤拼：</b>zaa3<br><b>组词：</b><br><ruby>一<rt>jat1</rt></ruby><ruby>个<rt>go3</rt></ruby><ruby>咋<rt>zaa3</rt></ruby> <span style="color:#666">（只有一個）</span><br><ruby>得<rt>dak1</rt></ruby><ruby>佢<rt>keoi5</rt></ruby><ruby>咋<rt>zaa3</rt></ruby> <span style="color:#666">（只有他／她）</span>	粤语::文字 粤语::分类::H._粤语高频口语专用字与语气词
亲	<b>粤拼：</b>can1<br><b>组词：</b><br><ruby>亲<rt>can1</rt></ruby><ruby>爱<rt>oi3</rt></ruby> <span style="color:#666">（親愛）</span><br><ruby>亲<rt>can1</rt></ruby><ruby>吻<rt>man5</rt></ruby> <span style="color:#666">（親吻）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
情	<b>粤拼：</b>cing4<br><b>组词：</b><br><ruby>感<rt>gam2</rt></ruby><ruby>情<rt>cing4</rt></ruby> <span style="color:#666">（感情）</span><br><ruby>情<rt>cing4</rt></ruby><ruby>人<rt>jan4</rt></ruby> <span style="color:#666">（情人）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
梦	<b>粤拼：</b>mung6<br><b>组词：</b><br><ruby>美<rt>mei5</rt></ruby><ruby>梦<rt>mung6</rt></ruby> <span style="color:#666">（美夢）</span><br><ruby>梦<rt>mung6</rt></ruby><ruby>中<rt>zung1</rt></ruby> <span style="color:#666">（夢中）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
夜	<b>粤拼：</b>je6<br><b>组词：</b><br><ruby>今<rt>gam1</rt></ruby><ruby>夜<rt>je6</rt></ruby> <span style="color:#666">（今夜）</span><br><ruby>深<rt>sam1</rt></ruby><ruby>夜<rt>je6</rt></ruby> <span style="color:#666">（深夜）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
泪	<b>粤拼：</b>leoi6<br><b>组词：</b><br><ruby>眼<rt>ngaan5</rt></ruby><ruby>泪<rt>leoi6</rt></ruby> <span style="color:#666">（眼淚）</span><br><ruby>泪<rt>leoi6</rt></ruby><ruby>水<rt>seoi2</rt></ruby> <span style="color:#666">（淚水）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
风	<b>粤拼：</b>fung1<br><b>组词：</b><br><ruby>风<rt>fung1</rt></ruby><ruby>中<rt>zung1</rt></ruby> <span style="color:#666">（風中）</span><br><ruby>秋<rt>cau1</rt></ruby><ruby>风<rt>fung1</rt></ruby> <span style="color:#666">（秋風）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
雨	<b>粤拼：</b>jyu5<br><b>组词：</b><br><ruby>风<rt>fung1</rt></ruby><ruby>雨<rt>jyu5</rt></ruby> <span style="color:#666">（風雨）</span><br><ruby>雨<rt>jyu5</rt></ruby><ruby>夜<rt>je6</rt></ruby> <span style="color:#666">（雨夜）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
天	<b>粤拼：</b>tin1<br><b>组词：</b><br><ruby>天<rt>tin1</rt></ruby><ruby>空<rt>hung1</rt></ruby> <span style="color:#666">（天空）</span><br><ruby>明<rt>ming4</rt></ruby><ruby>天<rt>tin1</rt></ruby> <span style="color:#666">（明天）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
地	<b>粤拼：</b>dei6<br><b>组词：</b><br><ruby>天<rt>tin1</rt></ruby><ruby>地<rt>dei6</rt></ruby> <span style="color:#666">（天地）</span><br><ruby>大<rt>daai6</rt></ruby><ruby>地<rt>dei6</rt></ruby> <span style="color:#666">（大地）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
花	<b>粤拼：</b>faa1<br><b>组词：</b><br><ruby>鲜<rt>sin1</rt></ruby><ruby>花<rt>faa1</rt></ruby> <span style="color:#666">（鮮花）</span><br><ruby>花<rt>faa1</rt></ruby><ruby>开<rt>hoi1</rt></ruby> <span style="color:#666">（花開）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
星	<b>粤拼：</b>sing1<br><b>组词：</b><br><ruby>星<rt>sing1</rt></ruby><ruby>光<rt>gwong1</rt></ruby> <span style="color:#666">（星光）</span><br><ruby>星<rt>sing1</rt></ruby><ruby>空<rt>hung1</rt></ruby> <span style="color:#666">（星空）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
光	<b>粤拼：</b>gwong1<br><b>组词：</b><br><ruby>时<rt>si4</rt></ruby><ruby>光<rt>gwong1</rt></ruby> <span style="color:#666">（時光）</span><br><ruby>月<rt>jyut6</rt></ruby><ruby>光<rt>gwong1</rt></ruby> <span style="color:#666">（月光）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
影	<b>粤拼：</b>jing2<br><b>组词：</b><br><ruby>背<rt>bui3</rt></ruby><ruby>影<rt>jing2</rt></ruby> <span style="color:#666">（背影）</span><br><ruby>身<rt>san1</rt></ruby><ruby>影<rt>jing2</rt></ruby> <span style="color:#666">（身影）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
歌	<b>粤拼：</b>go1<br><b>组词：</b><br><ruby>情<rt>cing4</rt></ruby><ruby>歌<rt>go1</rt></ruby> <span style="color:#666">（情歌）</span><br><ruby>歌<rt>go1</rt></ruby><ruby>声<rt>seng1</rt></ruby> <span style="color:#666">（歌聲）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
痛	<b>粤拼：</b>tung3<br><b>组词：</b><br><ruby>心<rt>sam1</rt></ruby><ruby>痛<rt>tung3</rt></ruby> <span style="color:#666">（心痛）</span><br><ruby>伤<rt>soeng1</rt></ruby><ruby>痛<rt>tung3</rt></ruby> <span style="color:#666">（傷痛）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
苦	<b>粤拼：</b>fu2<br><b>组词：</b><br><ruby>痛<rt>tung3</rt></ruby><ruby>苦<rt>fu2</rt></ruby> <span style="color:#666">（痛苦）</span><br><ruby>苦<rt>fu2</rt></ruby><ruby>恋<rt>lyun2</rt></ruby> <span style="color:#666">（苦戀）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
伤	<b>粤拼：</b>soeng1<br><b>组词：</b><br><ruby>悲<rt>bei1</rt></ruby><ruby>伤<rt>soeng1</rt></ruby> <span style="color:#666">（悲傷）</span><br><ruby>受<rt>sau6</rt></ruby><ruby>伤<rt>soeng1</rt></ruby> <span style="color:#666">（受傷）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
恨	<b>粤拼：</b>han6<br><b>组词：</b><br><ruby>遗<rt>wai4</rt></ruby><ruby>恨<rt>han6</rt></ruby> <span style="color:#666">（遺恨）</span><br><ruby>爱<rt>oi3</rt></ruby><ruby>恨<rt>han6</rt></ruby> <span style="color:#666">（愛恨）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
缘	<b>粤拼：</b>jyun4<br><b>组词：</b><br><ruby>缘<rt>jyun4</rt></ruby><ruby>分<rt>fan6</rt></ruby> <span style="color:#666">（緣分）</span><br><ruby>有<rt>jau5</rt></ruby><ruby>缘<rt>jyun4</rt></ruby> <span style="color:#666">（有緣）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
别	<b>粤拼：</b>bit6<br><b>组词：</b><br><ruby>分<rt>fan1</rt></ruby><ruby>别<rt>bit6</rt></ruby> <span style="color:#666">（分別）</span><br><ruby>告<rt>gou3</rt></ruby><ruby>别<rt>bit6</rt></ruby> <span style="color:#666">（告別）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
离	<b>粤拼：</b>lei4<br><b>组词：</b><br><ruby>离<rt>lei4</rt></ruby><ruby>开<rt>hoi1</rt></ruby> <span style="color:#666">（離開）</span><br><ruby>距<rt>keoi5</rt></ruby><ruby>离<rt>lei4</rt></ruby> <span style="color:#666">（距離）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
回	<b>粤拼：</b>wui4<br><b>组词：</b><br><ruby>回<rt>wui4</rt></ruby><ruby>忆<rt>jik1</rt></ruby> <span style="color:#666">（回憶）</span><br><ruby>回<rt>wui4</rt></ruby><ruby>头<rt>tau4</rt></ruby> <span style="color:#666">（回頭）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
归	<b>粤拼：</b>gwai1<br><b>组词：</b><br><ruby>归<rt>gwai1</rt></ruby><ruby>来<rt>loi4</rt></ruby> <span style="color:#666">（歸來）</span><br><ruby>归<rt>gwai1</rt></ruby><ruby>宿<rt>suk1</rt></ruby> <span style="color:#666">（歸宿）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
等	<b>粤拼：</b>dang2<br><b>组词：</b><br><ruby>等<rt>dang2</rt></ruby><ruby>待<rt>doi6</rt></ruby> <span style="color:#666">（等待）</span><br><ruby>等<rt>dang2</rt></ruby><ruby>你<rt>nei5</rt></ruby> <span style="color:#666">（等你）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
待	<b>粤拼：</b>doi6<br><b>组词：</b><br><ruby>期<rt>kei4</rt></ruby><ruby>待<rt>doi6</rt></ruby> <span style="color:#666">（期待）</span><br><ruby>等<rt>dang2</rt></ruby><ruby>待<rt>doi6</rt></ruby> <span style="color:#666">（等待）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
忘	<b>粤拼：</b>mong4<br><b>组词：</b><br><ruby>忘<rt>mong4</rt></ruby><ruby>记<rt>gei3</rt></ruby> <span style="color:#666">（忘記）</span><br><ruby>难<rt>naan4</rt></ruby><ruby>忘<rt>mong4</rt></ruby> <span style="color:#666">（難忘）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
记	<b>粤拼：</b>gei3<br><b>组词：</b><br><ruby>记<rt>gei3</rt></ruby><ruby>得<rt>dak1</rt></ruby> <span style="color:#666">（記得）</span><br><ruby>记<rt>gei3</rt></ruby><ruby>忆<rt>jik1</rt></ruby> <span style="color:#666">（記憶）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
念	<b>粤拼：</b>nim6<br><b>组词：</b><br><ruby>想<rt>soeng2</rt></ruby><ruby>念<rt>nim6</rt></ruby> <span style="color:#666">（想念）</span><br><ruby>挂<rt>gwaa3</rt></ruby><ruby>念<rt>nim6</rt></ruby> <span style="color:#666">（掛念）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
仍	<b>粤拼：</b>jing4<br><b>组词：</b><br><ruby>仍<rt>jing4</rt></ruby><ruby>然<rt>jin4</rt></ruby> <span style="color:#666">（仍然）</span><br><ruby>仍<rt>jing4</rt></ruby><ruby>在<rt>zoi6</rt></ruby> <span style="color:#666">（仍在）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
未	<b>粤拼：</b>mei6<br><b>组词：</b><br><ruby>未<rt>mei6</rt></ruby><ruby>来<rt>loi4</rt></ruby> <span style="color:#666">（未來）</span><br><ruby>未<rt>mei6</rt></ruby><ruby>忘<rt>mong4</rt></ruby> <span style="color:#666">（未忘）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
再	<b>粤拼：</b>zoi3<br><b>组词：</b><br><ruby>再<rt>zoi3</rt></ruby><ruby>见<rt>gin3</rt></ruby> <span style="color:#666">（再見）</span><br><ruby>再<rt>zoi3</rt></ruby><ruby>次<rt>ci3</rt></ruby> <span style="color:#666">（再次）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
只	<b>粤拼：</b>zi2<br><b>组词：</b><br><ruby>只<rt>zi2</rt></ruby><ruby>有<rt>jau5</rt></ruby> <span style="color:#666">（只有）</span><br><ruby>只<rt>zi2</rt></ruby><ruby>想<rt>soeng2</rt></ruby> <span style="color:#666">（只想）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
原	<b>粤拼：</b>jyun4<br><b>组词：</b><br><ruby>原<rt>jyun4</rt></ruby><ruby>来<rt>loi4</rt></ruby> <span style="color:#666">（原來）</span><br><ruby>原<rt>jyun4</rt></ruby><ruby>谅<rt>loeng6</rt></ruby> <span style="color:#666">（原諒）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
谁	<b>粤拼：</b>seoi4<br><b>组词：</b><br><ruby>是<rt>si6</rt></ruby><ruby>谁<rt>seoi4</rt></ruby> <span style="color:#666">（是誰）</span><br><ruby>谁<rt>seoi4</rt></ruby><ruby>人<rt>jan4</rt></ruby> <span style="color:#666">（誰人）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
怎	<b>粤拼：</b>zam2<br><b>组词：</b><br><ruby>怎<rt>zam2</rt></ruby><ruby>么<rt>mo1</rt></ruby> <span style="color:#666">（怎麼；歌詞書面語）</span><br><ruby>怎<rt>zam2</rt></ruby><ruby>会<rt>wui5</rt></ruby> <span style="color:#666">（怎會）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
可	<b>粤拼：</b>ho2<br><b>组词：</b><br><ruby>可<rt>ho2</rt></ruby><ruby>惜<rt>sik1</rt></ruby> <span style="color:#666">（可惜）</span><br><ruby>可<rt>ho2</rt></ruby><ruby>能<rt>nang4</rt></ruby> <span style="color:#666">（可能）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
若	<b>粤拼：</b>joek6<br><b>组词：</b><br><ruby>若<rt>joek6</rt></ruby><ruby>然<rt>jin4</rt></ruby> <span style="color:#666">（若然）</span><br><ruby>如<rt>jyu4</rt></ruby><ruby>若<rt>joek6</rt></ruby> <span style="color:#666">（如若）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
如	<b>粤拼：</b>jyu4<br><b>组词：</b><br><ruby>如<rt>jyu4</rt></ruby><ruby>果<rt>gwo2</rt></ruby> <span style="color:#666">（如果）</span><br><ruby>如<rt>jyu4</rt></ruby><ruby>今<rt>gam1</rt></ruby> <span style="color:#666">（如今）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
愿	<b>粤拼：</b>jyun6<br><b>组词：</b><br><ruby>心<rt>sam1</rt></ruby><ruby>愿<rt>jyun6</rt></ruby> <span style="color:#666">（心願）</span><br><ruby>愿<rt>jyun6</rt></ruby><ruby>意<rt>ji3</rt></ruby> <span style="color:#666">（願意）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
盼	<b>粤拼：</b>paan3<br><b>组词：</b><br><ruby>盼<rt>paan3</rt></ruby><ruby>望<rt>mong6</rt></ruby> <span style="color:#666">（盼望）</span><br><ruby>期<rt>kei4</rt></ruby><ruby>盼<rt>paan3</rt></ruby> <span style="color:#666">（期盼）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
陪	<b>粤拼：</b>pui4<br><b>组词：</b><br><ruby>陪<rt>pui4</rt></ruby><ruby>伴<rt>bun6</rt></ruby> <span style="color:#666">（陪伴）</span><br><ruby>陪<rt>pui4</rt></ruby><ruby>你<rt>nei5</rt></ruby> <span style="color:#666">（陪你）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
吻	<b>粤拼：</b>man5<br><b>组词：</b><br><ruby>亲<rt>can1</rt></ruby><ruby>吻<rt>man5</rt></ruby> <span style="color:#666">（親吻）</span><br><ruby>一<rt>jat1</rt></ruby><ruby>吻<rt>man5</rt></ruby> <span style="color:#666">（一吻）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
拥	<b>粤拼：</b>jung2<br><b>组词：</b><br><ruby>拥<rt>jung2</rt></ruby><ruby>抱<rt>pou5</rt></ruby> <span style="color:#666">（擁抱）</span><br><ruby>相<rt>soeng1</rt></ruby><ruby>拥<rt>jung2</rt></ruby> <span style="color:#666">（相擁）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
抱	<b>粤拼：</b>pou5<br><b>组词：</b><br><ruby>拥<rt>jung2</rt></ruby><ruby>抱<rt>pou5</rt></ruby> <span style="color:#666">（擁抱）</span><br><ruby>怀<rt>waai4</rt></ruby><ruby>抱<rt>pou5</rt></ruby> <span style="color:#666">（懷抱）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
路	<b>粤拼：</b>lou6<br><b>组词：</b><br><ruby>前<rt>cin4</rt></ruby><ruby>路<rt>lou6</rt></ruby> <span style="color:#666">（前路）</span><br><ruby>一<rt>jat1</rt></ruby><ruby>路<rt>lou6</rt></ruby> <span style="color:#666">（一路）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
远	<b>粤拼：</b>jyun5<br><b>组词：</b><br><ruby>永<rt>wing5</rt></ruby><ruby>远<rt>jyun5</rt></ruby> <span style="color:#666">（永遠）</span><br><ruby>遥<rt>jiu4</rt></ruby><ruby>远<rt>jyun5</rt></ruby> <span style="color:#666">（遙遠）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
旧	<b>粤拼：</b>gau6<br><b>组词：</b><br><ruby>旧<rt>gau6</rt></ruby><ruby>日<rt>jat6</rt></ruby> <span style="color:#666">（舊日）</span><br><ruby>怀<rt>waai4</rt></ruby><ruby>旧<rt>gau6</rt></ruby> <span style="color:#666">（懷舊）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
往	<b>粤拼：</b>wong5<br><b>组词：</b><br><ruby>过<rt>gwo3</rt></ruby><ruby>往<rt>wong5</rt></ruby> <span style="color:#666">（過往）</span><br><ruby>往<rt>wong5</rt></ruby><ruby>事<rt>si6</rt></ruby> <span style="color:#666">（往事）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
留	<b>粤拼：</b>lau4<br><b>组词：</b><br><ruby>挽<rt>waan5</rt></ruby><ruby>留<rt>lau4</rt></ruby> <span style="color:#666">（挽留）</span><br><ruby>停<rt>ting4</rt></ruby><ruby>留<rt>lau4</rt></ruby> <span style="color:#666">（停留）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
失	<b>粤拼：</b>sat1<br><b>组词：</b><br><ruby>失<rt>sat1</rt></ruby><ruby>去<rt>heoi3</rt></ruby> <span style="color:#666">（失去）</span><br><ruby>消<rt>siu1</rt></ruby><ruby>失<rt>sat1</rt></ruby> <span style="color:#666">（消失）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
寻	<b>粤拼：</b>cam4<br><b>组词：</b><br><ruby>寻<rt>cam4</rt></ruby><ruby>找<rt>zaau2</rt></ruby> <span style="color:#666">（尋找）</span><br><ruby>寻<rt>cam4</rt></ruby><ruby>梦<rt>mung6</rt></ruby> <span style="color:#666">（尋夢）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
独	<b>粤拼：</b>duk6<br><b>组词：</b><br><ruby>孤<rt>gu1</rt></ruby><ruby>独<rt>duk6</rt></ruby> <span style="color:#666">（孤獨）</span><br><ruby>独<rt>duk6</rt></ruby><ruby>自<rt>zi6</rt></ruby> <span style="color:#666">（獨自）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
孤	<b>粤拼：</b>gu1<br><b>组词：</b><br><ruby>孤<rt>gu1</rt></ruby><ruby>单<rt>daan1</rt></ruby> <span style="color:#666">（孤單）</span><br><ruby>孤<rt>gu1</rt></ruby><ruby>独<rt>duk6</rt></ruby> <span style="color:#666">（孤獨）</span>	粤语::文字 粤语::分类::I._粤语歌高频抒情字与书面歌词字
我會說粵語。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>識<rt>sik1</rt></ruby><ruby>講<rt>gong2</rt></ruby><ruby>廣<rt>gwong2</rt></ruby><ruby>東<rt>dung1</rt></ruby><ruby>話<rt>waa2</rt></ruby><br><span style="color:#666">我識講廣東話</span><br><br><b>语法：</b>主語＋動詞＋賓語<br><b>说明：</b>基本語序與普通話相近。	粤语::句型 粤语::语法::句型001
他／她是老師。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>老<rt>lou5</rt></ruby><ruby>師<rt>si1</rt></ruby><br><span style="color:#666">佢係老師</span><br><br><b>语法：</b>A 係 B<br><b>说明：</b>用「係」表示身份、判斷或分類。	粤语::句型 粤语::语法::句型002
他／她不是老師。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>老<rt>lou5</rt></ruby><ruby>師<rt>si1</rt></ruby><br><span style="color:#666">佢唔係老師</span><br><br><b>语法：</b>A 唔係 B<br><b>说明：</b>「唔係」是否定判斷。	粤语::句型 粤语::语法::句型003
我沒有錢。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>冇<rt>mou5</rt></ruby><ruby>錢<rt>cin2</rt></ruby><br><span style="color:#666">我冇錢</span><br><br><b>语法：</b>有／冇＋名詞<br><b>说明：</b>「冇」是否定「有」，不能說「唔有」。	粤语::句型 粤语::语法::句型004
